Index,Tag,Spine #,Title,Director,Country,Year,豆瓣电影,豆瓣年份,豆瓣打分,豆瓣信息
453,spine,454,Europa,Lars von Trier,Denmark,1991,[欧洲特快车 Europa](https://movie.douban.com/subject/1296116/),1991,8.3,"导演: 拉斯·冯·提尔, 类型: 剧情, 地区: 丹麦/法国/德国/瑞典/瑞士"
454,spine,455,White Dog,Samuel Fuller,United States,1982,[白狗 White Dog](https://movie.douban.com/subject/2241829/),1982,7.8,"导演: 塞缪尔·富勒, 类型: 剧情, 地区: 美国"
455,spine,456,The Taking of Power by Louis XIV,Roberto Rossellini,Italy,1966,[路易十四的崛起 La prise de pouvoir par Louis XIV](https://movie.douban.com/subject/1303546/),1966,7.1,"导演: 罗伯托·罗西里尼, 类型: 传记, 地区: 法国"
456,spine,457,Magnificent Obsession,Douglas Sirk,United States,1954,[天老地荒不了情 Magnificent Obsession](https://movie.douban.com/subject/1295080/),1954,6.9,"导演: 道格拉斯·塞克, 类型: 剧情, 地区: 美国"
457,spine,458,El Norte,Gregory Nava,Guatemala,1983,[北方 El Norte](https://movie.douban.com/subject/1296066/),1983,7.7,"导演: 格雷戈里·内瓦, 类型: 冒险, 地区: 英国/美国"
458,spine,459,The Exterminating Angel,Luis Buñuel,Mexico,1962,[泯灭天使 El ángel exterminador](https://movie.douban.com/subject/1303556/),1962,8.3,"导演: 路易斯·布努埃尔, 类型: 喜剧, 地区: 墨西哥"
459,spine,460,Simon of the Desert,Luis Buñuel,Mexico,1965,[沙漠中的西蒙 Simón del desierto](https://movie.douban.com/subject/1302911/),1965,8.0,"导演: 路易斯·布努埃尔, 类型: 短片, 地区: 墨西哥"
460,spine,461,Hobson’s Choice,David Lean,United Kingdom,1954,[女大不中留 Hobson's Choice](https://movie.douban.com/subject/1293170/),1954,7.8,"导演: 大卫·里恩, 类型: 喜剧, 地区: 英国"
461,spine,462,The Last Metro,François Truffaut,France,1980,[最后一班地铁 Le dernier métro](https://movie.douban.com/subject/1298616/),1980,7.7,"导演: 弗朗索瓦·特吕弗, 类型: 剧情, 地区: 法国"
462,spine,463,Il Generale Della Rovere,Roberto Rossellini,Italy,1959,[罗维雷将军 Il generale della Rovere](https://movie.douban.com/subject/1294393/),1959,8.0,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 意大利/法国"
463,spine,464,Danton,Andrzej Wajda,France,1983,[丹东 Danton](https://movie.douban.com/subject/1305630/),1983,7.9,"导演: 安杰伊·瓦伊达, 类型: 传记, 地区: 法国/波兰"
464,spine,465,Dodes’ka-den,Akira Kurosawa,Japan,1970,[电车狂 どですかでん](https://movie.douban.com/subject/1303077/),1970,8.0,"导演: 黑泽明, 类型: 剧情, 地区: 日本"
465,spine,466,In the Realm of the Senses,Nagisa Oshima,Japan,1976,感官世界, , ,imbd-[tt0074102](https://www.imdb.com/title/tt0074102)
466,spine,467,Empire of Passion,Nagisa Oshima,Japan,1978,[爱的亡灵 愛の亡霊](https://movie.douban.com/subject/1294597/),1978,6.9,"导演: 大岛渚, 类型: 剧情, 地区: 法国/日本"
467,spine-films,468,Science Is Fiction: 23 Films by Jean Painlevé,Jean Painlevé,France, , , , , 
468,spine,469,The Hit,Stephen Frears,United Kingdom,1984,[打击惊魂 The Hit](https://movie.douban.com/subject/1547127/),1984,7.3,"导演: 斯蒂芬·弗雷斯, 类型: 犯罪, 地区: 英国"
469,spine,470,Wise Blood,John Huston,United States,1979,[好血统 Wise Blood](https://movie.douban.com/subject/1302064/),1979,7.0,"导演: 约翰·休斯顿, 类型: 喜剧, 地区: 美国"
470,spine-boxsets,471,"Pigs, Pimps & Prostitutes: 3 Films by Shohei Imamura", , , , , , , 
471,spine,472,Pigs and Battleships,Shohei Imamura,Japan,1962,[猪与军舰 豚と軍艦](https://movie.douban.com/subject/1420283/),1961,8.1,"导演: 今村昌平, 类型: 剧情, 地区: 日本"
472,spine,473,The Insect Woman,Shohei Imamura,Japan,1963,[日本昆虫记 にっぽん昆虫記](https://movie.douban.com/subject/1302917/),1963,8.3,"导演: 今村昌平, 类型: 剧情, 地区: 日本"
473,spine,474,Intentions of Murder,Shohei Imamura,Japan,1964,[赤色杀机 赤い殺意](https://movie.douban.com/subject/1433503/),1964,8.1,"导演: 今村昌平, 类型: 剧情, 地区: 日本"
474,spine,475,The Friends of Eddie Coyle,Peter Yates,United States,1973,[线人 The Friends of Eddie Coyle](https://movie.douban.com/subject/1301020/),1973,7.1,"导演: 彼得·叶茨, 类型: 剧情, 地区: 美国"
475,spine,476,The Curious Case of Benjamin Button,David Fincher,United States,2008,[本杰明·巴顿奇事 The Curious Case of Benjamin Button](https://movie.douban.com/subject/1485260/),2008,9.0,"导演: 大卫·芬奇, 类型: 剧情, 地区: 美国"
476,spine,477,Bergman Island,Marie Nyreröd,Sweden,2006,"[完全伯格曼 Bergman och filmen, Bergman och teatern, Bergman och Fårö](https://movie.douban.com/subject/1889155/)",2004,8.4,"导演: Marie Nyreröd, 类型: 纪录片, 地区: 瑞典"
477,spine,478,Last Year at Marienbad,Alain Resnais,France,1961,[去年在马里昂巴德 L'année dernière à Marienbad](https://movie.douban.com/subject/1400240/),1961,8.3,"导演: 阿伦·雷乃, 类型: 剧情, 地区: 法国/意大利"
478,spine,479,My Dinner with André,Louis Malle,United States,1981,[与安德烈晚餐 My Dinner with Andre](https://movie.douban.com/subject/1304953/),1981,8.4,"导演: 路易·马勒, 类型: 喜剧, 地区: 美国"
479,spine-films,480,The Human Condition,Masaki Kobayashi,Japan,1959, , , , 
480,spine,481,Made in U.S.A,Jean-Luc Godard,France,1966,[美国制造 Made in U.S.A.](https://movie.douban.com/subject/1304741/),1966,6.9,"导演: 让-吕克·戈达尔, 类型: 犯罪, 地区: 法国"
481,spine,482,2 or 3 Things I Know About Her,Jean-Luc Godard,France,1967,[我略知她一二 2 ou 3 choses que je sais d'elle](https://movie.douban.com/subject/1300964/),1967,7.5,"导演: 让-吕克·戈达尔, 类型: 喜剧, 地区: 法国"
482,spine,483,Repulsion,Roman Polanski,United Kingdom,1965,[冷血惊魂 Repulsion](https://movie.douban.com/subject/1301647/),1965,7.7,"导演: 罗曼·波兰斯基, 类型: 剧情, 地区: 英国"
483,spine,484,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",Chantal Akerman,France,1975,"[让娜·迪尔曼 Jeanne Dielman, 23 Quai du Commerce, 1080 Bruxelles](https://movie.douban.com/subject/1868933/)",1975,8.9,"导演: 香特尔·阿克曼, 类型: 剧情, 地区: 比利时/法国"
484,spine,485,The Last Days of Disco,Whit Stillman,United States,1998,[最后的迪斯科 The Last Days of Disco](https://movie.douban.com/subject/1293453/),1998,7.2,"导演: 惠特·斯蒂尔曼, 类型: 喜剧, 地区: 美国"
485,spine,486,Homicide,David Mamet,United States,1991,[杀人拼图 Homicide](https://movie.douban.com/subject/1307196/),1991,7.1,"导演: 大卫·马梅, 类型: 犯罪, 地区: 美国"
486,spine,487,That Hamilton Woman,Alexander Korda,United Kingdom,1941,[汉密尔顿夫人 That Hamilton Woman](https://movie.douban.com/subject/1292885/),1941,8.2,"导演: 亚历山大·柯达, 类型: 剧情, 地区: 英国"
487,spine,488,Howards End,James Ivory,United Kingdom,1992,[霍华德庄园 Howards End](https://movie.douban.com/subject/1293706/),1992,7.5,"导演: 詹姆斯·伊沃里, 类型: 剧情, 地区: 英国/日本"
488,spine,489,Monsoon Wedding,Mira Nair,India,2001,[季风婚宴 Monsoon Wedding](https://movie.douban.com/subject/1307772/),2001,7.6,"导演: 米拉·奈尔, 类型: 喜剧, 地区: 印度/美国/法国/意大利/德国"
489,spine,490,Wings of Desire,Wim Wenders,Germany,1987,[柏林苍穹下 Der Himmel über Berlin](https://movie.douban.com/subject/1292504/),1987,8.6,"导演: 维姆·文德斯, 类型: 奇幻, 地区: 西德/法国"
490,spine,491,Z,Costa-Gavras,Greece,1969,[焦点新闻 Z](https://movie.douban.com/subject/1299026/),1969,8.2,"导演: 科斯塔-加夫拉斯, 类型: 剧情, 地区: 法国/阿尔及利亚"
491,spine,492,A Christmas Tale,Arnaud Desplechin,France,2008,[属于我们的圣诞节 Un conte de Noël](https://movie.douban.com/subject/2044081/),2008,7.3,"导演: 阿诺·戴普勒尚, 类型: 剧情, 地区: 法国"
492,spine,493,Gomorrah,Matteo Garrone,Italy,2008,[格莫拉 Gomorra](https://movie.douban.com/subject/3040438/),2008,7.4,"导演: 马提欧·加洛尼, 类型: 剧情, 地区: 意大利"
493,spine,494,Downhill Racer,Michael Ritchie,United States,1969,[下半生赛跑者 Downhill Racer](https://movie.douban.com/subject/1306944/),1969,6.9,"导演: 迈克尔 里奇 (Michael Ritchie), 类型: 剧情, 地区: 美国"
494,spine-films,495,The Golden Age of Television, ,United States, , , , , 
495,spine-films,496,Che,Steven Soderbergh,France,2008, , , , 
496,spine,497,Rome Open City,Roberto Rossellini,Italy,1945,"[罗马，不设防的城市 Roma, città aperta](https://movie.douban.com/subject/1296669/)",1945,8.1,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 意大利"
497,spine,498,Paisan,Roberto Rossellini,Italy,1946,[战火 Paisà](https://movie.douban.com/subject/1299257/),1946,8.2,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 意大利"
498,spine,499,Germany Year Zero,Roberto Rossellini,Germany,1948,[德意志零年 Germania anno zero](https://movie.douban.com/subject/1293153/),1948,8.4,"导演: 罗伯托·罗西里尼, 类型: 剧情, 地区: 意大利/法国/德国"
499,spine-boxsets,500,Roberto Rossellini’s War Trilogy, , , , , , , 
500,spine,501,"Paris, Texas",Wim Wenders,France,1984,"[德州巴黎 Paris, Texas](https://movie.douban.com/subject/1302061/)",1984,8.5,"导演: 维姆·文德斯, 类型: 剧情, 地区: 西德/法国/英国/美国"
501,spine,502,Revanche,Götz Spielmann,Austria,2008,[复仇 Revanche](https://movie.douban.com/subject/3062588/),2008,7.5,"导演: 格茨·斯皮尔曼, 类型: 犯罪, 地区: 奥地利"
502,spine,503,Lola Montès,Max Ophuls,Germany,1955,[劳拉·蒙特斯 Lola Montès](https://movie.douban.com/subject/1293401/),1955,7.8,"导演: 马克斯·奥菲尔斯, 类型: 传记, 地区: 法国/西德"
503,spine,504,Hunger,Steve McQueen,Ireland,2008,[饥饿 Hunger](https://movie.douban.com/subject/3070921/),2008,8.0,"导演: 史蒂夫·麦奎因, 类型: 剧情, 地区: 爱尔兰/英国"
504,spine,505,Make Way for Tomorrow,Leo McCarey,United States,1937,[明日之歌 Make Way for Tomorrow](https://movie.douban.com/subject/1302017/),1937,8.2,"导演: 莱奥·麦卡雷, 类型: 剧情, 地区: 美国"
505,spine,506,Dillinger Is Dead,Marco Ferreri,Italy,1969,[迪林格尔之死 Dillinger è morto](https://movie.douban.com/subject/1308666/),1969,7.3,"导演: 马可·费雷里, 类型: 犯罪, 地区: 意大利"
506,spine,507,Bigger Than Life,Nicholas Ray,United States,1956,[高于生活 Bigger Than Life](https://movie.douban.com/subject/1855271/),1956,7.6,"导演: 尼古拉斯·雷, 类型: 剧情, 地区: 美国"
507,spine-boxsets,508,Letters from Fontainhas: Three Films by Pedro Costa, , , , , , , 
508,spine,509,Ossos,Pedro Costa,Portugal,1997,[骨未成灰 Ossos](https://movie.douban.com/subject/1768144/),1997,7.2,"导演: 佩德罗·科斯塔, 类型: 剧情, 地区: 葡萄牙/法国/丹麦"
509,spine,510,In Vanda’s Room,Pedro Costa,Portugal,2000,[旺妲的房间 No Quarto da Vanda](https://movie.douban.com/subject/1829859/),2000,7.8,"导演: 佩德罗·科斯塔, 类型: 剧情, 地区: 葡萄牙/德国/瑞士"
510,spine,511,Colossal Youth,Pedro Costa,Portugal,2006,[前进青春 Juventude em Marcha](https://movie.douban.com/subject/1937459/),2006,7.4,"导演: 佩德罗·科斯塔, 类型: 剧情, 地区: 葡萄牙/法国/瑞士"
511,spine,512,Vivre sa vie,Jean-Luc Godard,France,1962,[随心所欲 Vivre sa vie: Film en douze tableaux](https://movie.douban.com/subject/1296757/),1962,8.5,"导演: 让-吕克·戈达尔, 类型: 剧情, 地区: 法国"
512,spine,513,Summer Hours,Olivier Assayas,France,2008,[夏日时光 L'heure d'été](https://movie.douban.com/subject/1949376/),2008,7.7,"导演: 奥利维耶·阿萨亚斯, 类型: 剧情, 地区: 法国"
513,spine,514,Ride with the Devil,Ang Lee,United States,1999,[与魔鬼共骑 Ride with the Devil](https://movie.douban.com/subject/1293303/),1999,7.6,"导演: 李安, 类型: 剧情, 地区: 美国"
514,spine,515,The Fugitive Kind,Sidney Lumet,United States,1960,[逃亡者 The Fugitive Kind](https://movie.douban.com/subject/1293217/),1960,7.2,"导演: 西德尼·吕美特, 类型: 剧情, 地区: 美国"
515,spine,516,Stagecoach,John Ford,United States,1939,[关山飞渡 Stagecoach](https://movie.douban.com/subject/1298134/),1939,8.4,"导演: 约翰·福特, 类型: 动作, 地区: 美国"
516,spine-films,517,"By Brakhage: An Anthology, Volume Two",Stan Brakhage,United States, , , , , 
517,spine-boxsets,518,"By Brakhage: An Anthology, Volumes One and Two", , , , , , , 
518,spine,519,Close-up,Abbas Kiarostami,Iran,1990,[特写 کلوزآپ](https://movie.douban.com/subject/1303521/),1990,8.8,"导演: 阿巴斯·基亚罗斯塔米, 类型: 犯罪, 地区: 伊朗"
519,spine,520,Everlasting Moments,Jan Troell,Sweden,2008,[永恒记忆 Maria Larssons eviga ögonblick](https://movie.douban.com/subject/3154392/),2008,8.4,"导演: 扬·特洛尔, 类型: 传记, 地区: 瑞典/芬兰/挪威/丹麦/德国"
520,spine,521,Mystery Train,Jim Jarmusch,United States,1989,[神秘列车 Mystery Train](https://movie.douban.com/subject/1296534/),1989,8.1,"导演: 吉姆·贾木许, 类型: 喜剧, 地区: 日本/美国"
521,spine,522,Red Desert,Michelangelo Antonioni,France,1964,[红色沙漠 Il deserto rosso](https://movie.douban.com/subject/1299261/),1964,8.0,"导演: 米开朗基罗·安东尼奥尼, 类型: 剧情, 地区: 意大利/法国"
522,spine,523,Night Train to Munich,Carol Reed,United Kingdom,1940,[开往慕尼黑的夜车 Night Train to Munich](https://movie.douban.com/subject/1882019/),1940,7.2,"导演: 卡罗尔·里德, 类型: 惊悚, 地区: 英国"
523,spine-boxsets,524,The Only Son/There Was a Father: Two Films by Yasujiro Ozu, , , , , , , 
524,spine,525,The Only Son,Yasujiro Ozu,Japan,1936,[独生子 一人息子](https://movie.douban.com/subject/1308311/),1936,8.2,"导演: 小津安二郎, 类型: 剧情, 地区: 日本"
525,spine,526,There Was a Father,Yasujiro Ozu,Japan,1942,[父亲在世时 父ありき](https://movie.douban.com/subject/1304405/),1942,8.2,"导演: 小津安二郎, 类型: 剧情, 地区: 日本"
526,spine,527,The Secret of the Grain,Abdellatif Kechiche,France,2007,[谷子和鲻鱼 La graine et le mulet](https://movie.douban.com/subject/2156069/),2007,8.2,"导演: 阿布戴·柯西胥, 类型: 剧情, 地区: 法国"
527,spine-boxsets,528,3 Silent Classics by Josef von Sternberg, , , , , , , 
528,spine,529,Underworld,Josef von Sternberg,United States,1927,[地下世界 Underworld](https://movie.douban.com/subject/1303347/),1927,7.8,"导演: 约瑟夫·冯·斯登堡, 类型: 犯罪, 地区: 美国"
529,spine,530,The Last Command,Josef von Sternberg,United States,1928,[最后命令 The Last Command](https://movie.douban.com/subject/1292539/),1928,8.3,"导演: 约瑟夫·冯·斯登堡, 类型: 剧情, 地区: 美国"
530,spine,531,The Docks of New York,Josef von Sternberg,United States,1928,[纽约船坞 The Docks of New York](https://movie.douban.com/subject/1855285/),1928,7.7,"导演: 约瑟夫·冯·斯登堡, 类型: 剧情, 地区: 美国"
531,spine,532,Louie Bluie,Terry Zwigoff,United States,1985,[路易蓝调 Louie Bluie](https://movie.douban.com/subject/1978934/),1985,7.5,"导演: 泰利·茨威戈夫, 类型: 纪录片, 地区: 美国"
532,spine,533,Crumb,Terry Zwigoff,United States,1995,[克鲁伯 Crumb](https://movie.douban.com/subject/1418091/),1994,8.3,"导演: 泰利·茨威戈夫, 类型: 纪录片, 地区: 美国"
533,spine,534,L’enfance nue,Maurice Pialat,France,1968,[赤裸童年 L'enfance nue](https://movie.douban.com/subject/1427865/),1968,7.7,"导演: 莫里斯·皮亚拉, 类型: 剧情, 地区: 法国"
534,spine,535,Merry Christmas Mr. Lawrence,Nagisa Oshima,United Kingdom,1983,[战场上的快乐圣诞 Merry Christmas Mr. Lawrence](https://movie.douban.com/subject/1303535/),1983,8.8,"导演: 大岛渚, 类型: 剧情, 地区: 英国/新西兰/日本"
535,spine,536,The Thin Red Line,Terrence Malick,United States,1998,[细细的红线 The Thin Red Line](https://movie.douban.com/subject/1292781/),1998,7.8,"导演: 泰伦斯·马力克, 类型: 剧情, 地区: 美国"
536,spine,537,The Magician,Ingmar Bergman,Sweden,1958,[面孔 Ansiktet](https://movie.douban.com/subject/1440725/),1958,7.6,"导演: 英格玛·伯格曼, 类型: 剧情, 地区: 瑞典"
537,spine,538,Paths of Glory,Stanley Kubrick,United States,1957,[光荣之路 Paths of Glory](https://movie.douban.com/subject/1292969/),1957,9.1,"导演: 斯坦利·库布里克, 类型: 剧情, 地区: 美国"
538,spine,539,House,Nobuhiko Obayashi,Japan,1977,[鬼怪屋 HOUSE ハウス](https://movie.douban.com/subject/2278795/),1977,7.5,"导演: 大林宣彦, 类型: 喜剧, 地区: 日本"
539,spine,540,The Darjeeling Limited,Wes Anderson,United States,2007,[穿越大吉岭 The Darjeeling Limited](https://movie.douban.com/subject/1968438/),2007,7.7,"导演: 韦斯·安德森, 类型: 剧情, 地区: 美国"
540,spine,541,The Night of the Hunter,Charles Laughton,United States,1955,[猎人之夜 The Night of the Hunter](https://movie.douban.com/subject/1293582/),1955,8.0,"导演: 查尔斯·劳顿, 类型: 犯罪, 地区: 美国"
541,spine,542,Antichrist,Lars von Trier,Denmark,2009,[反基督者 Antichrist](https://movie.douban.com/subject/3040418/),2009,7.3,"导演: 拉斯·冯·提尔, 类型: 剧情, 地区: 丹麦/德国/法国/瑞典/意大利/波兰"
542,spine,543,Modern Times,Charles Chaplin,United States,1936,[摩登时代 Modern Times](https://movie.douban.com/subject/1294371/),1936,9.3,"导演: 查理·卓别林, 类型: 剧情, 地区: 美国"
543,spine,544,Head,Bob Rafelson,United States,1968,[毛发 Head](https://movie.douban.com/subject/2081630/),1968,6.9,"导演: 鲍勃·拉菲尔森, 类型: 喜剧, 地区: 美国"
544,spine,545,Easy Rider,Dennis Hopper,United States,1969,[逍遥骑士 Easy Rider](https://movie.douban.com/subject/1297646/),1969,8.3,"导演: 丹尼斯·霍珀, 类型: 剧情, 地区: 美国"
545,spine,546,Five Easy Pieces,Bob Rafelson,United States,1970,[五支歌 Five Easy Pieces](https://movie.douban.com/subject/1298192/),1970,7.8,"导演: 鲍勃·拉菲尔森, 类型: 剧情, 地区: 美国"
