Index,Type 类别,Title 电影,Director 导演,Writer 编剧,Actor 主演,Rank 排名,Score 打分,Votes 人数,Comment 短评,Review 影评,Alias 别名,Year 年份,Region 地区,Genre 类型,Length 片长,IMDb
194,电影,[东邪西毒 東邪西毒](https://movie.douban.com/subject/1292328/),王家卫,王家卫 / 金庸,张国荣 / 林青霞 / ...,🎉195,🌟8.6,582073,100947,2110,東邪西毒 / Ashes of Time,1994,中国香港 / 中国台湾,剧情 / 动作 / 爱情 / 武侠 / 古装,95分钟,[tt0109688](https://imdb.com/title/tt0109688)
195,电影,[牯岭街少年杀人事件 牯嶺街少年殺人事件](https://movie.douban.com/subject/1292329/),杨德昌,杨德昌 / 赖铭堂 / 杨顺清 / 鸿鸿,张震 / 杨静怡 / ...,🎉196,🌟8.9,305781,81462,1848,牯嶺街少年殺人事件 / A Brighter Summer Day,1991,中国台湾,剧情 / 犯罪,237分钟(导演剪辑版),[tt0101985](https://imdb.com/title/tt0101985)
196,电影,[魔女宅急便 魔女の宅急便](https://movie.douban.com/subject/1307811/),宫崎骏,宫崎骏 / 角野荣子,高山南 / 佐久间玲 / ...,🎉197,🌟8.7,465243,74729,797,魔女の宅急便 / 魔女琪琪(台) / 小魔女限时专送 / Kiki's Delivery Service,1989,日本,动画 / 奇幻 / 冒险,103分钟,[tt0097814](https://imdb.com/title/tt0097814)
197,电影,[遗愿清单 The Bucket List](https://movie.douban.com/subject/1867345/),罗伯·莱纳,贾斯汀·扎克汉姆,杰克·尼科尔森 / 摩根·弗里曼 / ...,🎉198,🌟8.7,468487,100053,1797,The Bucket List / 玩转身前事(港) / 一路玩到挂(台) / 拿命开玩笑 / 乐着活下去,2007,美国,剧情 / 喜剧 / 冒险,97 分钟,[tt0825232](https://imdb.com/title/tt0825232)
198,电影,[东京教父 東京ゴッドファーザーズ](https://movie.douban.com/subject/1310177/),今敏,今敏 / 信本敬子,江守彻 / 梅垣义明 / ...,🎉199,🌟9.0,235043,68386,400,東京ゴッドファーザーズ / Tokyo Godfathers,2003,日本,剧情 / 喜剧 / 动画,92分钟,[tt0388473](https://imdb.com/title/tt0388473)
199,电影,[大佛普拉斯](https://movie.douban.com/subject/27059130/),黄信尧,黄信尧,庄益增 / 陈竹升 / ...,🎉200,🌟8.7,466419,126349,1761,大佛普拉斯 / The Great Buddha+,2017,中国台湾,剧情 / 喜剧,102分钟,[tt7010412](https://imdb.com/title/tt7010412)
200,电影,[你看起来好像很好吃 おまえうまそうだな](https://movie.douban.com/subject/4848115/),藤森雅也,村上修 / 神野博明 / 宫西达也,山口胜平 / 爱河里花子 / ...,🎉201,🌟8.9,336659,92649,474,おまえうまそうだな / 你看起来很好吃(台) / 你看上去好像很好吃 / 你好像很美味啊 / 我的暴龙老爸 / 고녀석 맛나겠다 / Omae Umasou da na / You Are Umasou / Heart and Yummie,2010,日本,剧情 / 动画 / 儿童,90分钟,[tt1734113](https://imdb.com/title/tt1734113)
201,电影,[真爱至上 Love Actually](https://movie.douban.com/subject/1292401/),理查德·柯蒂斯,理查德·柯蒂斯,休·格兰特 / 科林·费尔斯 / ...,🎉202,🌟8.6,736901,193208,1952,Love Actually / 真的恋爱了(港) / 爱是您，爱是我(台) / 真情角落 / 真爱 / Love Actually Is All Around,2003,英国 / 美国 / 法国,剧情 / 喜剧 / 爱情,135分钟,[tt0314331](https://imdb.com/title/tt0314331)
202,电影,[黑天鹅 Black Swan](https://movie.douban.com/subject/1978709/),达伦·阿伦诺夫斯基,安德雷斯·海因斯 / 马克·海曼 / 约翰·J·麦克劳克林,娜塔莉·波特曼 / 米拉·库尼斯 / ...,🎉203,🌟8.6,786150,176144,2576,Black Swan / 夺命黑天鹅 / 霸王别鹅(豆友译名),2010,美国,剧情 / 惊悚,108分钟 / 103分钟(威尼斯电影节),[tt0947798](https://imdb.com/title/tt0947798)
203,电影,[可可西里](https://movie.douban.com/subject/1308857/),陆川,陆川,多布杰 / 张垒 / ...,🎉204,🌟8.9,307029,57218,963,可可西里 / Kekexili: Mountain Patrol,2004,中国大陆 / 中国香港,剧情 / 犯罪,85分钟(中国大陆) / 90分钟(美国) / 98分钟(阿根廷),[tt0386651](https://imdb.com/title/tt0386651)
204,电影,[城市之光 City Lights](https://movie.douban.com/subject/1293908/),查理·卓别林,查理·卓别林 / Harry Clive / 哈里·克罗克,查理·卓别林 / 弗吉尼亚·切瑞尔 / ...,🎉205,🌟9.3,149078,31846,299,City Lights / City Lights: A Comedy Romance in Pantomime / Lichter der Großstadt,1931,美国,剧情 / 喜剧 / 爱情,87 分钟,[tt0021749](https://imdb.com/title/tt0021749)
205,电影,[源代码 Source Code](https://movie.douban.com/subject/3075287/),邓肯·琼斯,本·雷普利,杰克·吉伦哈尔 / 维拉·法米加 / ...,🎉206,🌟8.5,843248,172301,2623,Source Code / 启动原始码(台) / 危机解密(港),2011,美国 / 加拿大,科幻 / 悬疑 / 惊悚,93分钟,[tt0945513](https://imdb.com/title/tt0945513)
206,电影,[海边的曼彻斯特 Manchester by the Sea](https://movie.douban.com/subject/25980443/),肯尼思·洛纳根,肯尼思·洛纳根,卡西·阿弗莱克 / 卢卡斯·赫奇斯 / ...,🎉207,🌟8.6,551053,173959,3740,Manchester by the Sea / 情系海边之城(港),2016,美国,剧情 / 家庭,137分钟,[tt4034228](https://imdb.com/title/tt4034228)
207,电影,[雨人 Rain Man](https://movie.douban.com/subject/1291870/),巴瑞·莱文森,罗纳德·巴斯 / 巴里·莫罗,达斯汀·霍夫曼 / 汤姆·克鲁斯 / ...,🎉208,🌟8.7,407914,68986,808,Rain Man / 手足情未了(港) / 手足情深,1988,美国,剧情,133分钟,[tt0095953](https://imdb.com/title/tt0095953)
208,电影,[波西米亚狂想曲 Bohemian Rhapsody](https://movie.douban.com/subject/5300054/),布莱恩·辛格,安东尼·麦卡滕 / 皮特·摩根,拉米·马雷克 / 本·哈迪 / ...,🎉209,🌟8.6,612920,176736,1703,Bohemian Rhapsody / 波希米亚狂想曲：摇滚传说(港) / 波希米亚狂想曲(台),2018,英国 / 美国,剧情 / 同性 / 音乐 / 传记,135分钟 / 131分钟(中国大陆),[tt1727824](https://imdb.com/title/tt1727824)
209,电影,[初恋这件小事 สิ่งเล็กเล็กที่เรียกว่า...รัก](https://movie.douban.com/subject/4739952/),普特鹏·普罗萨卡·那·萨克那卡林 / 华森·波克彭,普特鹏·普罗萨卡·那·萨克那卡林,平采娜·乐维瑟派布恩 / 马里奥·毛瑞尔 / ...,🎉210,🌟8.5,986801,238342,4478,สิ่งเล็กเล็กที่เรียกว่า...รัก / 初恋那件小事(港) / 暗恋那点小事 / 叫做爱的小事 / Sing lek lek tee reak wa rak / A Little Thing Called Love / First Love,2010,泰国,剧情 / 喜剧 / 爱情,118分钟(泰国) / 100分钟(中国大陆),[tt1859438](https://imdb.com/title/tt1859438)
210,电影,[恋恋笔记本 The Notebook](https://movie.douban.com/subject/1309163/),尼克·卡萨维蒂,扬·萨尔迪 / 杰里米·莱文 / 尼古拉斯·斯帕克斯,瑞恩·高斯林 / 瑞秋·麦克亚当斯 / ...,🎉211,🌟8.5,678560,166008,2887,The Notebook / 忘了·忘不了(港) / 手札情缘(台) / 深情日记 / 写我情真 / 恋恋记事本 / 恋爱日记,2004,美国,剧情 / 爱情,123分钟,[tt0332280](https://imdb.com/title/tt0332280)
211,电影,[人工智能 A.I. Artificial Intelligence](https://movie.douban.com/subject/1302827/),史蒂文·斯皮尔伯格,布莱恩·奥尔迪斯 / 伊恩·沃森 / 史蒂文·斯皮尔伯格,海利·乔·奥斯蒙 / 弗兰西丝·奥康纳 / ...,🎉212,🌟8.7,451976,99648,1602,A.I. Artificial Intelligence / AI人工智慧,2001,美国 / 英国,剧情 / 科幻,146分钟,[tt0212720](https://imdb.com/title/tt0212720)
212,电影,[青蛇](https://movie.douban.com/subject/1303394/),徐克,李碧华 / 徐克,张曼玉 / 王祖贤 / ...,🎉213,🌟8.6,532835,103037,1560,青蛇 / Green Snake,1993,中国香港 / 中国大陆,剧情 / 爱情 / 奇幻 / 古装,99分钟,[tt0106559](https://imdb.com/title/tt0106559)
213,电影,[虎口脱险 La grande vadrouille](https://movie.douban.com/subject/1296909/),热拉尔·乌里,热拉尔·乌里 / 达妮埃尔·汤普森 / 马塞尔·朱利安 / 乔治·塔贝 / 安德烈·塔贝,路易·德·菲奈斯 / 布尔维尔 / ...,🎉214,🌟8.9,260659,51152,218,La grande vadrouille / 横冲直撞出重围(港) / 大進擊(台) / Don't Look Now... We're Being Shot At!,1966,法国 / 英国,喜剧 / 战争,132分钟 / 124分钟(蓝光修复版) / 122分钟(4K修复版),[tt0060474](https://imdb.com/title/tt0060474)
214,电影,[终结者2：审判日 Terminator 2: Judgment Day](https://movie.douban.com/subject/1291844/),詹姆斯·卡梅隆,詹姆斯·卡梅隆 / 小威廉·威谢尔,阿诺·施瓦辛格 / 琳达·汉密尔顿 / ...,🎉215,🌟8.8,345495,40816,301,Terminator 2: Judgment Day / 未来战士2(港) / 魔鬼终结者2(台) / 终结者2 / 终结者2：末日审判 / 终结者续集：世界末日 / T2,1991,美国 / 法国,动作 / 科幻,137分钟 / 153分钟(特别版) / 156分钟(终极剪辑版),[tt0103064](https://imdb.com/title/tt0103064)
215,电影,[疯狂的麦克斯4：狂暴之路 Mad Max: Fury Road](https://movie.douban.com/subject/3592854/),乔治·米勒,乔治·米勒 / 布伦丹·麦卡锡 / 尼克·拉图里,汤姆·哈迪 / 查理兹·塞隆 / ...,🎉216,🌟8.7,536732,135152,683,Mad Max: Fury Road / 末日先锋：战甲飞车(港) / 疯狂麦斯：愤怒道(台) / 冲锋飞车队4 / 迷雾追魂手4 / 冲锋追魂手4 / 疯狂麦克斯4 / 疯狂迈斯：怒途 / Mad Max 4: Fury Road,2015,澳大利亚 / 美国,动作 / 科幻 / 冒险,120分钟,[tt1392190](https://imdb.com/title/tt1392190)
216,电影,[末路狂花 Thelma & Louise](https://movie.douban.com/subject/1291992/),雷德利·斯科特,卡莉·克里,吉娜·戴维斯 / 苏珊·萨兰登 / ...,🎉217,🌟8.9,263113,75241,1144,Thelma & Louise / 塞尔玛与路易丝,1991,美国 / 英国 / 法国,剧情 / 惊悚 / 犯罪,130 分钟,[tt0103074](https://imdb.com/title/tt0103074)
217,电影,[罗生门 羅生門](https://movie.douban.com/subject/1291879/),黑泽明,黑泽明 / 桥本忍 / 芥川龙之介,三船敏郎 / 京町子 / ...,🎉218,🌟8.8,318601,73784,1609,羅生門 / Rashomon,1950,日本,剧情 / 悬疑 / 犯罪,88分钟,[tt0042876](https://imdb.com/title/tt0042876)
218,电影,[新龙门客栈 新龍門客棧](https://movie.douban.com/subject/1292287/),李惠民,徐克 / 张炭 / 何冀平,张曼玉 / 林青霞 / ...,🎉219,🌟8.7,449797,69797,525,新龍門客棧 / New Dragon Gate Inn,1992,中国香港 / 中国大陆,动作 / 爱情 / 武侠 / 古装,88分钟 / 99分钟 / 103分钟(美国),[tt0105859](https://imdb.com/title/tt0105859)
219,电影,[千钧一发 Gattaca](https://movie.douban.com/subject/1300117/),安德鲁·尼科尔,安德鲁·尼科尔,伊桑·霍克 / 乌玛·瑟曼 / ...,🎉220,🌟8.8,303443,80079,964,Gattaca / 变种异煞(港) / 自然人 / 戛塔卡 / 伽蒂卡 / 太空梦 / 基因代码,1997,美国,剧情 / 科幻 / 惊悚,106分钟,[tt0119177](https://imdb.com/title/tt0119177)
220,电影,[萤火虫之墓 火垂るの墓](https://movie.douban.com/subject/1293318/),高畑勋,高畑勋 / 野坂昭如,辰己努 / 白石绫乃 / ...,🎉221,🌟8.7,407786,84267,1596,火垂るの墓 / 再见萤火虫(港) / 萤火挽歌 / 火帘之墓 / Hotaru no haka / Tombstone for Fireflies / Grave of the Fireflies / Tomb of the Fireflies,1988,日本,剧情 / 动画 / 战争,89 分钟,[tt0095327](https://imdb.com/title/tt0095327)
221,电影,[无耻混蛋 Inglourious Basterds](https://movie.douban.com/subject/1438652/),昆汀·塔伦蒂诺,昆汀·塔伦蒂诺,布拉德·皮特 / 梅拉尼·罗兰 / ...,🎉222,🌟8.7,484635,102523,1044,Inglourious Basterds / 希魔撞正杀人狂(港) / 恶棍特工(台) / 无良杂种 / 无良杂军 / 戴罪立功 / 无良杂牌军 / 混蛋野战队,2009,德国 / 美国,剧情 / 犯罪,153分钟,[tt0361748](https://imdb.com/title/tt0361748)
222,电影,[崖上的波妞 崖の上のポニョ](https://movie.douban.com/subject/1959877/),宫崎骏,宫崎骏,神月柚莉爱 / 土井洋辉 / ...,🎉223,🌟8.6,504736,102434,1395,崖の上のポニョ / 悬崖上的金鱼姬 / 悬崖上的金鱼公主 / 崖上的波儿(港) / 悬崖上的Ponyo / Ponyo on the Cliff by the Sea / Gake no ue no Ponyo,2008,日本,动画 / 奇幻 / 冒险,101分钟,[tt0876563](https://imdb.com/title/tt0876563)
223,电影,[花束般的恋爱 花束みたいな恋をした](https://movie.douban.com/subject/34874432/),土井裕泰,坂元裕二,菅田将晖 / 有村架纯 / ...,🎉224,🌟8.6,637749,248629,5683,花束みたいな恋をした / 她和他的恋爱花期(港) / Hanataba mitaina koi o shita / We Made a Beautiful Bouquet / I Fell in Love Like A Flower Bouquet / 爱如花束 恋恋不忘,2021,日本,剧情 / 爱情,124分钟,[tt11219254](https://imdb.com/title/tt11219254)
224,电影,[彗星来的那一夜 Coherence](https://movie.douban.com/subject/25807345/),詹姆斯·沃德·布柯特,詹姆斯·沃德·布柯特 / 亚历克斯·马努吉安,艾米丽·芭尔多尼 / 莫瑞·史特林 / ...,🎉225,🌟8.6,589131,147917,1136,Coherence / 相干性 / 相干效应,2013,美国 / 英国,科幻 / 悬疑 / 惊悚,89分钟,[tt2866360](https://imdb.com/title/tt2866360)
225,电影,[芙蓉镇](https://movie.douban.com/subject/1297880/),谢晋,阿城 / 谢晋,刘晓庆 / 姜文 / ...,🎉226,🌟9.3,143224,44263,796,芙蓉镇 / Hibiscus Town,1987,中国大陆,剧情 / 爱情,164 分钟,[tt0087301](https://imdb.com/title/tt0087301)
226,电影,[奇迹男孩 Wonder](https://movie.douban.com/subject/26787574/),斯蒂芬·卓博斯基,斯蒂芬·卓博斯基 / 斯蒂夫·康拉德 / 杰克·索恩 / R·J·帕拉西奥,雅各布·特伦布莱 / 朱莉娅·罗伯茨 / ...,🎉227,🌟8.6,555665,147490,2987,Wonder / 奇迹,2017,美国 / 中国香港,剧情 / 家庭 / 儿童,113分钟 / 114分钟(中国大陆),[tt2543472](https://imdb.com/title/tt2543472)
227,电影,[爱乐之城 La La Land](https://movie.douban.com/subject/25934014/),达米恩·查泽雷,达米恩·查泽雷,瑞恩·高斯林 / 艾玛·斯通 / ...,🎉228,🌟8.4,910864,293966,8574,La La Land / 星声梦里人(港) / 乐来越爱你(台) / 爵士情缘 / 啦啦之地,2016,美国,剧情 / 爱情 / 歌舞,128分钟,[tt3783958](https://imdb.com/title/tt3783958)
228,电影,[二十二](https://movie.douban.com/subject/26430107/),郭柯, , ,🎉229,🌟8.7,293840,79217,3815,二十二 / Twenty Two / 22,2015,中国大陆,纪录片,99分钟(公映版) / 112分钟,[tt3843282](https://imdb.com/title/tt3843282)
229,电影,[黑客帝国2：重装上阵 The Matrix Reloaded](https://movie.douban.com/subject/1304141/),拉娜·沃卓斯基 / 莉莉·沃卓斯基,莉莉·沃卓斯基 / 拉娜·沃卓斯基,基努·里维斯 / 劳伦斯·菲什伯恩 / ...,🎉230,🌟8.7,410751,48957,249,The Matrix Reloaded / 22世纪杀人网络2：决战未来(港) / 骇客任务：重装上阵(台) / 廿二世纪杀人网络2：决战未来 / 黑客帝国2 / 骇客帝国2,2003,美国,动作 / 科幻,138分钟,[tt0234215](https://imdb.com/title/tt0234215)
230,电影,[哈利·波特与死亡圣器(上) Harry Potter and the Deathly Hallows: Part 1](https://movie.douban.com/subject/2051007/),大卫·叶茨,史蒂夫·克洛夫斯 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / ...,🎉231,🌟8.5,585742,80920,943,Harry Potter and the Deathly Hallows: Part 1 / 哈利波特7：死神的圣物1(港/台) / 哈利·波特与死圣(上) / 哈7(上),2010,英国 / 美国,奇幻 / 冒险,146分钟,[tt0926084](https://imdb.com/title/tt0926084)
231,电影,[血钻 Blood Diamond](https://movie.douban.com/subject/1428175/),爱德华·兹威克,查尔斯·里维特,莱昂纳多·迪卡普里奥 / 杰曼·翰苏 / ...,🎉232,🌟8.7,384285,61434,869,Blood Diamond / 血钻石(台) / 血腥钻石 / 滴血钻石,2006,美国 / 德国 / 英国,剧情 / 惊悚 / 冒险,143 分钟,[tt0450259](https://imdb.com/title/tt0450259)
232,电影,[战争之王 Lord of War](https://movie.douban.com/subject/1419936/),安德鲁·尼科尔,安德鲁·尼科尔,尼古拉斯·凯奇 / 布里吉特·莫伊纳汉 / ...,🎉233,🌟8.7,373084,56247,711,Lord of War / 军火之王(台/港) / 军火商,2005,美国 / 德国,剧情 / 犯罪,122 分钟,[tt0399295](https://imdb.com/title/tt0399295)
233,电影,[步履不停 歩いても 歩いても](https://movie.douban.com/subject/2222996/),是枝裕和,是枝裕和,阿部宽 / 夏川结衣 / ...,🎉234,🌟8.8,282753,86829,1521,歩いても 歩いても / 横山家之味(港/台) / 步伐不停 / 即使你走啊走 / 安静的行走 / Still Walking / Even If You Walk and Walk,2008,日本,剧情 / 家庭,115分钟,[tt1087578](https://imdb.com/title/tt1087578)
234,电影,[房间 Room](https://movie.douban.com/subject/25724855/),伦尼·阿伯拉罕森,艾玛·多诺霍,布丽·拉尔森 / 雅各布·特伦布莱 / ...,🎉235,🌟8.8,370861,93047,1576,Room / 不存在的房间(台) / 抖室(港),2015,爱尔兰 / 加拿大 / 英国 / 美国,剧情 / 家庭,118分钟,[tt3170832](https://imdb.com/title/tt3170832)
235,电影,[火星救援 The Martian](https://movie.douban.com/subject/25864085/),雷德利·斯科特,德鲁·戈达德 / 安迪·威尔,马特·达蒙 / 杰西卡·查斯坦 / ...,🎉236,🌟8.5,738525,164847,1444,The Martian / 火星任务(港) / 绝地救援(台) / 火星人,2015,英国 / 美国 / 匈牙利 / 约旦,剧情 / 科幻 / 冒险,142分钟 / 151分钟(加长版),[tt3659388](https://imdb.com/title/tt3659388)
236,电影,[魂断蓝桥 Waterloo Bridge](https://movie.douban.com/subject/1293964/),茂文·勒鲁瓦,塞缪尔·N·贝尔曼 / 汉斯·拉莫 / 乔治·弗罗斯切尔 / 罗伯特·E·舍伍德,费雯·丽 / 罗伯特·泰勒 / ...,🎉237,🌟8.8,281780,58754,776,Waterloo Bridge / 滑铁卢桥 / 断桥残梦,1940,美国,剧情 / 爱情 / 战争,108分钟,[tt0033238](https://imdb.com/title/tt0033238)
237,电影,[千年女优 千年女優](https://movie.douban.com/subject/1307394/),今敏,今敏 / 村井贞之,庄司美代子 / 小山茉美 / ...,🎉238,🌟8.8,272263,85654,1118,千年女優 / Millennium Actress,2001,日本,剧情 / 爱情 / 动画,87 分钟,[tt0291350](https://imdb.com/title/tt0291350)
238,电影,[谍影重重2 The Bourne Supremacy](https://movie.douban.com/subject/1308767/),保罗·格林格拉斯,罗伯特·鲁德鲁姆 / 托尼·吉尔罗伊,马特·达蒙 / 布莱恩·考克斯 / ...,🎉239,🌟8.7,357089,44786,216,The Bourne Supremacy / 叛谍追击2：机密圈套(港) / 神鬼认证：神鬼疑云(台) / 伯恩的身份2 / 至尊伯恩 / 伯恩的霸权,2004,美国 / 德国,动作 / 悬疑 / 惊悚,108分钟,[tt0372183](https://imdb.com/title/tt0372183)
239,电影,[白日梦想家 The Secret Life of Walter Mitty](https://movie.douban.com/subject/2133323/),本·斯蒂勒,斯蒂夫·康拉德 / 詹姆斯·瑟伯,本·斯蒂勒 / 克里斯汀·韦格 / ...,🎉240,🌟8.6,492207,144307,2033,The Secret Life of Walter Mitty / 发梦王大历险(港) / 白日梦冒险王(台) / 奇幻冒险家 / 梦里乾坤 / 沃尔特·米蒂的秘密生活 / 白日密语,2013,美国 / 英国,剧情 / 喜剧 / 冒险,114分钟,[tt0359950](https://imdb.com/title/tt0359950)
240,电影,[哈利·波特与凤凰社 Harry Potter and the Order of the Phoenix](https://movie.douban.com/subject/1457217/),大卫·叶茨,迈克尔·戈登伯格 / J. K. 罗琳,丹尼尔·雷德克里夫 / 艾玛·沃森 / ...,🎉241,🌟8.5,579897,62561,490,Harry Potter and the Order of the Phoenix / 哈利波特5：凤凰会的密令(港/台) / 哈5,2007,英国 / 美国,奇幻 / 冒险,138分钟,[tt0373889](https://imdb.com/title/tt0373889)
241,电影,[弱点 The Blind Side](https://movie.douban.com/subject/3552028/),约翰·李·汉考克,约翰·李·汉考克 / 迈克尔·刘易斯,桑德拉·布洛克 / 蒂姆·麦格罗 / ...,🎉242,🌟8.7,313696,71390,1101,The Blind Side / 守护有心人(港) / 攻其不备(台) / 温情橄榄球 / 暗算 / 盲点,2009,美国,剧情 / 家庭 / 传记 / 运动,129分钟,[tt0878804](https://imdb.com/title/tt0878804)
